id,age,genre,revenu,ville,region,arrondissement,adresse,accorderie,mapid
825,31-54,0,50001-,Montréal,Montréal,Côte-des-Neiges--Notre-Dame-de-Grâce,H3W,88,9644
866,0,0,0,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1W,88,9603
919,31-54,0,0,Montréal,Montréal,Montréal-Nord,H1H,104,9551
950,31-54,0,20001-30000,Montréal,Montréal,Ville-Marie,H2K,114,9521
976,55-65,1,10001-20000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H2K,88,4338
1040,31-54,1,10001-20000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,88,9431
1300,31-54,0,50001-,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1L,88,9166
1312,31-54,1,10001-20000,Chambly,Montérégie,,J3L,88,9164
1314,66-80,1,30001-50000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1L,88,9155
1315,18-30,0,0-10000,Montréal,Montréal,Ville-Marie,H2X,104,9156
1449,31-54,0,10001-20000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1W,88,9018
1469,0,1,20001-30000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1N,88,8998
1507,81-95,1,30001-50000,Montréal,Montréal,Le Plateau-Mont-Royal,H2K,88,8952
1571,55-65,0,20001-30000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H2L,88,8895
1594,31-54,1,20001-30000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,M2K,88,8889
1650,66-80,1,20001-30000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1L,88,8818
1651,55-65,0,10001-20000,Montréal-Ouest,Montréal,,H9W,88,8819
1654,31-54,0,10001-20000,Sherbrooke,Estrie,Lennoxville,J1C,109,8813
1699,66-80,0,10001-20000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1M,88,8768
1700,66-80,0,0,Montréal,Montréal,Ville-Marie,H2K,88,8769
1725,31-54,1,0,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1N,88,8742
1738,55-65,0,0,Montréal-Est,Montréal,,H2P,114,8724
1806,66-80,1,0,Montréal,Montréal,Rosemont--La Petite-Patrie,H2S,88,8661
1812,55-65,0,0-10000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,88,8649
1813,0,1,0,Montréal,Montréal,Rosemont--La Petite-Patrie,H2S,88,8650
1815,31-54,0,10001-20000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H3X,88,8652
1816,0,0,20001-30000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1M,88,8653
1835,31-54,0,30001-50000,Montréal,Montréal,Rosemont--La Petite-Patrie,H2S,88,8638
1901,55-65,0,10001-20000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1X,114,8564
1911,31-54,1,0-10000,Montréal,Montréal,Le Plateau-Mont-Royal,H2T,88,8557
1947,66-80,1,50001-,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1K,88,8519
1975,31-54,0,30001-50000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,88,8498
2045,31-54,0,50001-,Montréal,Montréal,Montréal-Nord,H1H,88,8421
2072,66-80,0,0,Montréal,Montréal,Le Plateau-Mont-Royal,H2H,88,8396
2122,31-54,0,0-10000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,88,8343
2123,55-65,0,20001-30000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,88,8340
2124,55-65,1,0,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,88,8341
2134,81-95,1,10001-20000,Longueuil,Montérégie,Greenfield Park,J4K,115,8335
2207,31-54,0,10001-20000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1X,114,8258
2231,31-54,0,20001-30000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,88,8232
2235,81-95,1,10001-20000,Montréal,Montréal,Le Plateau-Mont-Royal,H2H,88,8231
2307,55-65,0,10001-20000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1W,88,8162
2309,31-54,1,10001-20000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,88,8164
2339,18-30,0,10001-20000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,88,8127
2340,0,0,20001-30000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1X,88,8128
2342,55-65,0,10001-20000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,88,8122
