"NoCategorieSousCategorie";"NoSousCategorie";"NoCategorie";"TitreOffre";"Supprimer";"Approuver";"Description";"NoOffre"
"1288";"M";"103";"Covoiturage de la Manicouagan vers Chicoutimi";"0";"-1";"Possibilité de covoiturage en direction de Chicoutimi (lieux de départ/arrivée à préciser)";"6"
"1289";"E";"109";"Conseils jeux de société enfants";"0";"-1";"Vous aide à choisir des jeux de société pour enfants";"42"
"1290";"I";"108";"Conseils retour aux études";"0";"-1";"Vous aide dans vos démarches de retour aux études (procédures administratives, méthodes de travail, etc.)";"25"
"1291";"D";"110";"Conseils pour enfant autiste";"0";"-1";"Donne conseils et information aux parents d'enfant atteint d'autisme (références, chien d'assistance, stimulations, etc.)";"14"
"1292";"B";"105";"Cuisine plats libanais";"0";"-1";"Cuisine pour vous des plats du Liban";"31"
"1293";"C";"107";"Aide apprentissage braille";"0";"-1";"Vous aide avec l'apprentissage du braille (intégral ou abrégé), écriture tactile pour personnes malvoyantes";"9"
"1294";"I";"102";"Initiation cellulaires / téléphones intelligents";"0";"-1";"Initiation à l&#8217;utilisation des cellulaires et/ou téléphones intelligents";"1"
"1295";"E";"103";"Covoiturage de Trois-Rivières vers Shawinigan";"0";"-1";"Possibilité de covoiturage en direction de Shawinigan";"3"
"1296";"E";"103";"Covoiturage de Trois-Rivières vers La Tuque";"0";"-1";"Possibilité de covoiturage en direction de La Tuque";"4"
"1297";"E";"103";"Covoiturage de Trois-Rivières vers St-Tite";"0";"-1";"Possibilité de covoiturage en direction de St-Tite";"5"
"1298";"E";"103";"Covoiturage de Trois-Rivières vers Louiseville";"0";"-1";"Possibilité de covoiturage en direction de Louiseville";"6"
"1299";"E";"103";"Covoiturage de Trois-Rivières vers Drummondville";"0";"-1";"Possibilité de covoiturage en direction de Drummondville";"7"
"1300";"E";"103";"Covoiturage de Trois-Rivières vers St-Hyacinthe";"0";"-1";"Possibilité de covoiturage en direction de St-Hyacinthe";"8"
"1301";"E";"110";"Coiffure pour dame";"0";"-1";"Peut couper et coiffer les cheveux pour les femmes";"9"
"1302";"C";"110";"Initiation yoga du rire";"0";"-1";"Initiation au yoga du rire, qui est provoqué pour ses effets sur le corps et la santé en général";"23"
"1303";"N";"103";"Covoiturage de Rimouski vers Gatineau";"0";"-1";"Possibilité de covoiturage en direction de Gatineau (lieux de départ/arrivée à préciser)";"1"
"1304";"D";"109";"Initiation danse pour personnes avec limitations";"0";"-1";"Initiation à la danse pour des personnes ayant des limitations fonctionnelles ou un handicap";"60"
"1305";"D";"109";"Partenaire danse pour personnes avec limitations";"0";"-1";"Partenaire de danse pour des personnes ayant des limitations fonctionnelles ou un handicap";"61"
"1306";"A";"107";"Féminisation de textes";"0";"-1";"Rédaction ou modification de texte en français pour une écriture neutre ou mixte au plan du genre (féminin/masculin)";"75"
"1307";"A";"101";"Saisie de données";"0";"-1";"Entrée ou retranscription de données diverses (sur outils généralement informatisés)";"40"
"1308";"D";"105";"Initiation étiquettes nutritionnelles";"0";"-1";"Initiation et conseils liés à la lecture des étiquettes d'information nutritionnelle sur les aliments";"60"
"1309";"B";"105";"Cuisine plats chiliens";"0";"-1";"Cuisine pour vous des plats du Chili";"32"
"1310";"A";"108";"Apprentissage de la harpe";"0";"-1";"Vous apprend à jouer de la harpe";"36"
"1311";"A";"106";"Initiation confection objets en paille";"0";"-1";"Initiation à la confection d'objets décoratifs ou utilitaires à l'aide de paille";"24"
"1312";"A";"106";"Confection objets en paille";"0";"-1";"Fabrication d'objets décoratifs ou utilitaires à l'aide de paille";"78"
"1313";"B";"109";"Initiation escrime";"0";"-1";"Initiation à l'escrime (avec fleuret, épée ou sabre)";"28"
"1314";"G";"100";"Conseils pour poissons";"0";"-1";"Conseils divers pour propriétaire de poissons d'aquarium: choix d'espèces, reproduction, soins, etc.";"20"
"1315";"Z";"101";"Introduction coaching professionnel/personnel";"0";"-1";"Vous donne des informations générales sur le coaching professionnel et/ou personnel et ses applications - pas d'intervention personnalisée ni de conseils appliqués à votre situation";"6"
"1316";"D";"106";"Fabrication jouets au crochet";"0";"-1";"Fabrication de jouets pour enfants au crochet";"12"
"1317";"D";"111";"Conseils préparation voyage au Yukon";"0";"-1";"Conseils pour préparer un voyage au Yukon";"27"
"1318";"D";"106";"Fabrication articles de bébé au crochet";"0";"-1";"Fabrication de vêtements ou autres articles utiles pour bébé au crochet";"13"
"1319";"D";"106";"Fabrication objets utilitaires au crochet";"0";"-1";"Fabrication d'objets divers au crochet, utilitaires ou décoratifs";"14"
"1320";"E";"109";"Initiation jeu de go";"0";"-1";"Initiation au go, jeu de société chinois très ancien";"6"
"1321";"E";"104";"Initiation radio amateur";"0";"-1";"Initiation aux communications par la radio amateur et conseils pour son utilisation (formation, équipement, télégraphie, etc.)";"60"
"1322";"J";"108";"Boudinage documents";"0";"-1";"Reliure de documents par boudinage, en spirale ou autre";"7"
"1323";"A";"107";"Rédaction technique";"0";"-1";"Rédaction ou révision de textes techniques (par ex.: brevet pour invention, manuel d'instruction, etc.)";"76"
"1324";"F";"102";"Impression documents";"0";"-1";"Peut imprimer des documents (en noir et/ou couleur; reliés ou non)";"2"
"1325";"B";"109";"Initiation planche à roulettes (skateboard)";"0";"-1";"Initiation à la planche à roulettes ou skateboard";"29"
"1326";"A";"195";"AccordeurE inscritE à la location solidaire (à titre d'information)";"0";"-1";"Offre à ne pas utiliser pour les transactions - informe que l&#8217;AccordeurE a eu la formation pour utiliser le service collectif de location solidaire";"1"
"1327";"A";"205";"Inscription au service de location solidaire";"0";"-1";"Paiement pour s'inscrire au service de location solidaire (participation à une séance d'information)";"1"
"1328";"A";"205";"Prêt d'un objet location solidaire";"0";"-1";"Paiement pour l'emprunt d'un objet avec la location solidaire";"2"
"1329";"A";"205";"Prêt d'objet (pénalité de retard) location solidaire";"0";"-1";"Pénalité pour retour en retard d'un objet emprunté avec la location solidaire";"3"
"1330";"B";"205";"Animation rencontre d'inscription location solidaire";"0";"-1";"Animation d'une rencontre d'inscription au service de location solidaire";"1"
"1331";"B";"205";"Soutien / information location solidaire";"0";"-1";"Soutien et information donnée aux AccordeurEs au sujet de la location solidaire";"2"
"1332";"C";"205";"Rencontre de travail pour location solidaire";"0";"-1";"Rencontres du comité pour la gestion de la location solidaire";"1"
"1333";"C";"205";"Gestion inventaire web location solidaire";"0";"-1";"Ajout d'objets et modifications à l'inventaire sur la plateforme web de la location solidaire";"2"
"1334";"C";"205";"Administration site web location solidaire";"0";"-1";"Tâches d'administration de la plateforme web de la location solidaire (autres que l'inventaire)";"3"
"1335";"C";"205";"Communications location solidaire";"0";"-1";"Promotion et communications internes / externes pour le service de location solidaire";"4"
"1336";"D";"205";"Tâches de bureau location solidaire";"0";"-1";"Accomplissement de tâches de bureau diverses pour le service de location solidaire";"1"
"1337";"B";"100";"Accompagnement commerces avec carte de membre";"0";"-1";"Accompagnement magasinage par une personne membre d'un commerce dont la carte est obligatoire, ou permet l'accès à des services ou rabais spécifiques (inscrire les commerces visés dans les Conditions)";"4"
"1338";"C";"105";"Initiation utilisation des épices / fines herbes";"0";"-1";"Initiation à l'utilisation des épices et fines herbes pour la cuisine";"5"
"1339";"I";"104";"Conseils manipulation / entretien scie à chaîne";"0";"-1";"Conseils pour l'utilisation et l'entretien de scie à chaîne (scie mécanique)";"9"
"1340";"C";"104";"Conseils / aide fabrication four à pain ";"0";"-1";"Conseils et/ou aide pour la fabrication de four à pain extérieur (en terre,...)";"22"
"1341";"G";"300";"Rencontre comité jardin collectif";"0";"-1";"Rencontre du comité jardin collectif";"1"
"1342";"A";"100";"Accompagnement de testé";"-1";"-1";"TEST";"14"
"1343";"G";"300";"Entretien jardin collectif";"0";"-1";"Tâches liées à l'entretien du jardin collectif";"2"
"1344";"G";"300";"Animation jardin collectif";"0";"-1";"Tâches liées à l'animation du jardin collectif";"3"
"1345";"A";"300";"Comité communications - rencontre et tâches";"0";"-1";"Rencontre de travail et tâches diverses pour le comité communications";"12"
"1346";"A";"300";"Comité accueil - coordination";"0";"-1";"Tâches liées à la coordination du comité accueil";"13"
"1347";"A";"300";"Comité accueil - équipe téléphone";"0";"-1";"Répondre au téléphone ou retourner les appels des AccordeurEs";"14"
"1348";"A";"300";"Comité mobilisation - rencontre et tâches";"0";"-1";"Rencontre de travail et tâches diverses pour le comité mobilisation";"15"
"1349";"A";"300";"Comité Améliorons l'Accorderie";"0";"-1";"Rencontre de travail et tâches diverses pour le comité Améliorons l'Accorderie";"16"
"1350";"A";"300";"Comité Donnerie - rencontre et tâches";"0";"-1";"Rencontre de travail et tâches diverses pour l'organisation de la Donnerie";"17"
"1351";"A";"300";"Rencontre représentants de comités";"0";"-1";"Rencontre de groupe des représentants des divers comités de L&#8217;Accorderie";"75"
"1352";"H";"300";"Rencontre de travail - Café";"0";"-1";"Rencontre de travail pour le Café de L'Accorderie";"1"
"1353";"H";"300";"Tâches diverses - Café";"0";"-1";"Tâches diverses pour le démarrage et le maintien des activités du Café";"2"
"1354";"D";"106";"Fabrication objets en macramé";"0";"-1";"Fabrication d&#8217;objets utilitaires ou décoratifs en macramé (ceinture, sac, accessoire pour plante suspendue, etc.)";"8"
"1355";"D";"106";"Formation métier à tisser";"0";"-1";"Vous apprend à utiliser un métier à tisser pour réaliser divers tissages";"26"
"1356";"D";"106";"Montage de métier à tisser";"0";"-1";"Vous aide à monter un métier à tisser";"27"
"1357";"C";"109";"Initiation astronomie";"0";"-1";"Initiation à l'observation du ciel, des étoiles et divers phénomènes astronomiques";"13"
"1358";"C";"105";"Initiation fabrication de kombucha";"0";"-1";"Initiation à la fabrication du kombucha, boisson fermentée à base de thé sucré et d'un champignon";"6"
"1359";"C";"105";"Initiation fabrication de choucroute / lactofermentations";"0";"-1";"Initiation à la confection de choucroute ou autres légumes lactofermentés (comme crus, en solution salée: carottes, betteraves, etc.)";"7"
"1360";"O";"103";"Covoiturage de Amqui vers Matane";"0";"-1";"Possibilité de covoiturage en direction de la région de Matane (lieux de départ/arrivée à préciser)";"1"
"1361";"O";"103";"Covoiturage de Amqui vers Rimouski";"0";"-1";"Possibilité de covoiturage en direction de la région de Rimouski (lieux de départ/arrivée à préciser)";"2"
"1362";"O";"103";"Covoiturage de Amqui vers Baie-des-Chaleurs";"0";"-1";"Possibilité de covoiturage en direction de la région de la Baie-des-Chaleurs (lieux de départ/arrivée à préciser)";"3"
"1363";"O";"103";"Covoiturage de Amqui vers Lac-Humqui";"0";"-1";"Possibilité de covoiturage en direction de la région de Lac-Humqui (lieux de départ/arrivée à préciser)";"4"
"1364";"O";"103";"Covoiturage de Amqui vers Ste-Irène";"0";"-1";"Possibilité de covoiturage en direction de la région de Ste-Irène (lieux de départ/arrivée à préciser)";"5"
"1365";"O";"103";"Covoiturage de Amqui vers Gaspé";"0";"-1";"Possibilité de covoiturage en direction de la région de Gaspé (lieux de départ/arrivée à préciser)";"6"
"1366";"O";"103";"Covoiturage de Amqui vers Québec / Beauce / Montréal";"0";"-1";"Possibilité de covoiturage en direction des régions de Québec / Beauce / Montréal (lieux de départ/arrivée à préciser)";"7"
"1367";"O";"103";"Covoiturage de Amqui vers Baie-Comeau / Côte Nord";"0";"-1";"Possibilité de covoiturage en direction de la région de Baie-Comeau / Côte Nord (lieux de départ/arrivée à préciser)";"8"
"1368";"Z";"106";"Foire de l'Artisanat";"-1";"0";"Échanges faits lors d'une foire de l'artisanat";"106"
"1369";"Z";"106";"Foire artisanale";"0";"-1";"Échanges fait lors de foire d'artisanat";"3"
"1370";"A";"300";"Participation rencontre du Réseau / mouvement Accorderie";"0";"-1";"Participation et préparation à une rencontre du Réseau Accorderie et de tout le mouvement (lac-à-l’épaule, etc.)";"50"
"1371";"Z";"300";"APIC-Accompagnement d'aînés";"0";"-1";"Participation d'accompagnateurs au projet de recherche sur l'Accompagnement citoyen personnalisé d'aînés.  ";"5"
"1372";"C";"111";"Visite guidée agrotouristique";"0";"-1";"Visite guidée de sites agricoles: fermes et producteurs locaux, vignobles, vergers, etc.";"50"
"1373";"H";"100";"Aide démarches et formulaires d'immigration";"0";"-1";"Aide pour démarches diverses, en ligne, par écrit ou en personne, et pour remplir des formulaires liés à l'immigration";"1"
"1374";"H";"100";"Aide test de français pour personnes immigrantes";"0";"-1";"Aide pour se préparer à passer un test lié à la connaissance du français pour personnes immigrantes";"2"
"1375";"H";"100";"Échange expériences d'immigration";"0";"-1";"Conversation, partage (virtuel ou en personne) avec des personnes ayant vécu une expérience d'immigration";"3"
"1376";"H";"100";"Initiation culture et histoire québécoise";"0";"-1";"Initiation à la culture et à l’histoire québécoise, spécialement adressée aux personnes issues de l'immigration";"4"
"1377";"Z";"300";"Appels de courtoisie ";"0";"-1";"Appels faits à des membres aînés dans le contexte de la crise du COVID-19";"6"
"1378";"Z";"300";"Aide aux courses ";"0";"-1";"Service d'aide aux courses offert à la population dans le cadre de la crise de la COVID-19";"7"
"1379";"I";"300";"Fabrication de masques";"0";"-1";"Fabrication de masques de protection en lien avec la crise de la COVID-19.";"1"
"1380";"J";"300";"Soutien en informatique";"0";"-1";"Soutien en informatique pour favoriser la participation sociale dans le cadre de la crise de la COVID-19.";"1"
"1381";"C";"110";"Shiatsu";"0";"-1";"Séance de shiatsu - Le Shiatsu est une thérapie manuelle énergétique et holistique originaire du Japon.";"24"
"1382";"I";"300";"Cartes de souhaits solidaires";"0";"-1";"Création de cartes de souhaits solidaires à distribuer à des inconnus";"2"
"1383";"I";"300";"Organisation et animation d'activités - milieux de vie dynamisés";"0";"-1";"Animation d'activités pour et par les citoyens";"3"
"1384";"D";"109";"Atelier de danses variées";"0";"-1";"Initiation à différents types de danse ";"19"
"1385";"J";"300";"Transport pour soins de santé";"0";"-1";"transport pour vaccination ou rendez-vous pour raison de santé.";"2"
"1386";"A";"105";"Préparation de repas cétogènes";"0";"-1";"";"46"
"1387";"C";"105";"Conseil en cuisine cétogène";"0";"-1";"";"8"
"1388";"B";"110";"Visualisation créatrice";"0";"-1";"";"11"
"1389";"B";"110";"Programmation neurolinguistique PNL";"0";"-1";"";"12"
"1390";"A";"100";"ERREUR";"-1";"0";"";"26"
